Record,Spp #,Species,Length (mm),Weight (g),Length (in),Weight (lbs),Sex,Maturity,MM,DD,YYYY,Date,WaterBody,Section,Count,Notes,LOC_Name,LOC_Number,NetType,Position,Season,TimeSet,TimePulled,HoursSet,H2O Temp (F),H2O Temp (C),NetNumb,NetCount,Condition (Fulton's K),Condition Filtered,Strategy,Length (cm),100 mm Group
67642,29,PEA,257,137,10.12,0.3,,,5,8,1995,5/8/1995,Koocanusa,Rexford,1,,North Point Dodge,10,2,,Spring,19:00,11:00,16,,13.5,407,1,80.71,TRUE,Biop,25,200
67681,29,PEA,275,198,10.83,0.44,,,5,8,1995,5/8/1995,Koocanusa,Rexford,1,,North Point Murray,13,2,,Spring,18:00,9:31,15.52,,13.5,408,1,95.21,TRUE,Biop,27,200
67547,29,PEA,183,54,7.2,0.12,,,5,8,1995,5/8/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,17:45,9:13,15.47,,13.5,405,1,88.11,TRUE,Biop,18,100
67939,29,PEA,283,88,11.14,0.19,,,5,8,1995,5/8/1995,Koocanusa,Rexford,1,,North Point Young,17,2,,Spring,18:45,10:35,15.83,,13.5,412,1,38.83,FALSE,Biop,28,200
67998,29,PEA,245,118,9.65,0.26,,,5,8,1995,5/8/1995,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,18:25,10:15,15.83,,13.5,413,1,80.24,TRUE,Biop,24,200
68086,29,PEA,286,206,11.26,0.45,,,5,8,1995,5/8/1995,Koocanusa,Rexford,1,,Sandhill,19,2,,Spring,18:50,10:50,16,,13.5,414,1,88.06,TRUE,Biop,28,200
67234,29,PEA,262,142,10.31,0.31,,,5,8,1995,5/8/1995,Koocanusa,Rexford,1,,South Black Lake,2,2,,Spring,19:08,11:20,16.2,,13.5,399,1,78.96,TRUE,Biop,26,200
67333,29,PEA,210,80,8.27,0.18,,,5,8,1995,5/8/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,19:20,11:35,16.25,,13.5,401,1,86.38,TRUE,Biop,21,200
67739,29,PEA,238,124,9.37,0.27,,,5,8,1995,5/8/1995,Koocanusa,Rexford,1,,South Sophie,14,2,,Spring,18:07,9:41,15.57,,13.5,409,1,91.98,TRUE,Biop,23,200
67479,23,NP,810,4200,31.89,9.26,Male,,5,8,1995,5/8/1995,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,19:31,11:58,16.45,,13.5,403,1,79.03,TRUE,Biop,81,800
68298,29,PEA,249,124,9.8,0.27,,,5,9,1995,5/9/1995,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,Spring,16:30,11:31,19.02,,13.5,418,1,80.32,TRUE,Biop,24,200
68662,29,PEA,232,100,9.13,0.22,,,5,9,1995,5/9/1995,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,15:45,8:50,17.08,,13.5,425,1,80.08,TRUE,Biop,23,200
68192,56,LN SU,355,,13.98,,,,5,9,1995,5/9/1995,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,16:36,9:59,17.38,,13.5,416,1,,FALSE,Biop,35,300
68433,29,PEA,247,118,9.72,0.26,,,5,9,1995,5/9/1995,Koocanusa,Rexford,1,,North of North Point Tobacco,9,2,,Spring,15:22,12:01,20.65,,13.5,421,1,78.31,TRUE,Biop,24,200
68493,29,PEA,,,,,,,5,9,1995,5/9/1995,Koocanusa,Rexford,42,,North Point Dodge,10,2,,Spring,16:13,9:22,17.15,,13.5,422,1,,FALSE,Biop,,
68538,20,YP,325,,12.8,,,,5,9,1995,5/9/1995,Koocanusa,Rexford,1,,North Point Murray,13,2,,Spring,15:31,8:32,17.02,,13.5,423,1,,FALSE,Biop,32,300
68392,29,PEA,265,127,10.43,0.28,,,5,9,1995,5/9/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,15:17,11:53,20.6,,13.5,420,1,68.24,TRUE,Biop,26,200
68733,29,PEA,235,32,9.25,0.07,,,5,9,1995,5/9/1995,Koocanusa,Rexford,1,,North Point Young,17,2,,Spring,16:00,9:08,17.13,,13.5,426,1,24.66,FALSE,Biop,23,200
68811,29,PEA,247,128,9.72,0.28,,,5,9,1995,5/9/1995,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,15:53,9:00,17.12,,13.5,427,1,84.94,TRUE,Biop,24,200
68887,29,PEA,235,112,9.25,0.25,,,5,9,1995,5/9/1995,Koocanusa,Rexford,1,,Sandhill,19,2,,Spring,16:06,9:15,17.15,,13.5,428,1,86.3,TRUE,Biop,23,200
68136,58,LS SU,380,,14.96,,,,5,9,1995,5/9/1995,Koocanusa,Rexford,1,,South Black Lake,2,2,,Spring,16:24,9:53,17.48,,13.5,415,1,,FALSE,Biop,38,300
68244,29,PEA,265,,10.43,,,,5,9,1995,5/9/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,16:42,10:06,17.4,,13.5,417,1,,FALSE,Biop,26,200
68599,29,PEA,242,120,9.53,0.26,,,5,9,1995,5/9/1995,Koocanusa,Rexford,1,,South Sophie,14,2,,Spring,15:38,8:39,17.02,,13.5,424,1,84.67,TRUE,Biop,24,200
68336,29,PEA,230,90,9.06,0.2,,,5,9,1995,5/9/1995,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,16:46,11:36,18.83,,13.5,419,1,73.97,TRUE,Biop,23,200
70701,29,PEA,200,85,7.87,0.19,,,5,12,1996,5/12/1996,Koocanusa,Rexford,1,2 nets,6 AND 7,6 AND 7,2,,Spring,17:20,8:36,15.27,48,,457,1,106.25,TRUE,Biop,20,200
70702,29,PEA,,,,,,,5,12,1996,5/12/1996,Koocanusa,Rexford,115,2 nets,6 AND 7,6 AND 7,2,,Spring,17:17,8:42,15.42,48,,457B,1,,FALSE,Biop,,
70377,29,PEA,220,90,8.66,0.2,,,5,12,1996,5/12/1996,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,16:47,9:11,16.4,48,,453,1,84.52,TRUE,Biop,22,200
69874,29,PEA,,,,,,,5,12,1996,5/12/1996,Koocanusa,Rexford,53,,North Black Lake,3,2,,Spring,17:26,10:09,16.72,48,,446,1,,FALSE,Biop,,
70096,29,PEA,,,,,,,5,12,1996,5/12/1996,Koocanusa,Rexford,25,,North of North Point Tobacco,9,2,,Spring,16:23,8:29,16.1,48,,449,1,,FALSE,Biop,,
70174,29,PEA,,,,,,,5,12,1996,5/12/1996,Koocanusa,Rexford,93,,North Point Dodge,10,2,,Spring,17:08,9:37,16.48,48,,450,1,,FALSE,Biop,,
70237,29,PEA,,,,,,,5,12,1996,5/12/1996,Koocanusa,Rexford,52,,North Point Murray,13,2,,Spring,19:03,8:58,13.92,48,,451,1,,FALSE,Biop,,
70020,29,PEA,256,138,10.08,0.3,,,5,12,1996,5/12/1996,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,16:19,8:23,16.07,48,,448,1,82.25,TRUE,Biop,25,200
70458,29,PEA,,,,,,,5,12,1996,5/12/1996,Koocanusa,Rexford,13,,North Point Young,17,2,,Spring,16:55,9:24,16.48,48,,454,1,,FALSE,Biop,,
70520,29,PEA,,,,,,,5,12,1996,5/12/1996,Koocanusa,Rexford,118,,North Sophie,18,2,,Spring,16:52,9:17,16.42,48,,455,1,,FALSE,Biop,,
70608,29,PEA,,,,,,,5,12,1996,5/12/1996,Koocanusa,Rexford,32,,Sandhill,19,2,,Spring,17:05,9:31,16.43,48,,456,1,,FALSE,Biop,,
69809,29,PEA,,,,,,,5,12,1996,5/12/1996,Koocanusa,Rexford,88,,South Black Lake,2,2,,Spring,17:24,20:00,26.6,48,,445,1,,FALSE,Biop,,
69945,29,PEA,,,,,,,5,12,1996,5/12/1996,Koocanusa,Rexford,21,,South of Far South Tobacco,5,2,,Spring,17:22,10:13,16.85,48,,447,1,,FALSE,Biop,,
70298,29,PEA,,,,,,,5,12,1996,5/12/1996,Koocanusa,Rexford,38,,South Sophie,14,2,,Spring,16:40,9:02,16.37,48,,452,1,,FALSE,Biop,,
71465,29,PEA,,,,,,,5,13,1996,5/13/1996,Koocanusa,Rexford,21,,Mid Sophie,15,2,,Spring,17:15,8:32,15.28,48,,468,1,,FALSE,Biop,,
70866,29,PEA,,,,,,,5,13,1996,5/13/1996,Koocanusa,Rexford,54,,North Black Lake,3,2,,Spring,17:51,9:33,15.7,48,,460,1,,FALSE,Biop,,
71151,29,PEA,,,,,,,5,13,1996,5/13/1996,Koocanusa,Rexford,1,,North of North Point Tobacco,9,2,,Spring,17:00,8:13,15.22,48,,464,1,,FALSE,Biop,,
71232,29,PEA,,,,,,,5,13,1996,5/13/1996,Koocanusa,Rexford,34,,North Point Dodge,10,2,,Spring,17:36,9:14,15.63,48,,465,1,,FALSE,Biop,,
71306,29,PEA,,,,,,,5,13,1996,5/13/1996,Koocanusa,Rexford,45,,North Point Murray,13,2,,Spring,17:07,8:20,15.22,48,,466,1,,FALSE,Biop,,
71083,29,PEA,,,,,,,5,13,1996,5/13/1996,Koocanusa,Rexford,2,,North Point Tobacco,8,2,,Spring,16:58,10:32,17.57,48,,463,1,,FALSE,Biop,,
71528,29,PEA,211,62,8.31,0.14,,,5,13,1996,5/13/1996,Koocanusa,Rexford,1,,North Point Young,17,2,,Spring,17:25,8:42,15.28,48,,469,1,66,TRUE,Biop,21,200
71582,29,PEA,,,,,,,5,13,1996,5/13/1996,Koocanusa,Rexford,38,,North Sophie,18,2,,Spring,17:20,8:37,15.28,48,,470,1,,FALSE,Biop,,
71671,29,PEA,265,168,10.43,0.37,,,5,13,1996,5/13/1996,Koocanusa,Rexford,1,,Sandhill,19,2,,Spring,17:30,9:06,15.6,48,,471,1,90.28,TRUE,Biop,26,200
70804,29,PEA,,,,,,,5,13,1996,5/13/1996,Koocanusa,Rexford,55,,South Black Lake,2,2,,Spring,17:45,9:26,15.68,48,,459,1,,FALSE,Biop,,
70917,29,PEA,,,,,,,5,13,1996,5/13/1996,Koocanusa,Rexford,91,,South of Far South Tobacco,5,2,,Spring,17:57,9:44,15.78,48,,461,1,,FALSE,Biop,,
71379,29,PEA,,,,,,,5,13,1996,5/13/1996,Koocanusa,Rexford,37,,South Sophie,14,2,,Spring,17:11,8:26,15.25,48,,467,1,,FALSE,Biop,,
71022,29,PEA,190,58,7.48,0.13,,,5,13,1996,5/13/1996,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,18:00,10:17,16.28,48,,462,1,84.56,TRUE,Biop,19,100
72786,29,PEA,206,64,8.11,0.14,,,5,12,1997,5/12/1997,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,Spring,20:03,10:12,14.15,52,,475,1,73.21,TRUE,Biop,20,200
73299,29,PEA,,,,,,,5,12,1997,5/12/1997,Koocanusa,Rexford,97,,Mid Sophie,15,2,,Spring,19:18,8:52,13.57,52,,482,1,,FALSE,Biop,,
72629,29,PEA,,,,,,,5,12,1997,5/12/1997,Koocanusa,Rexford,54,,North Black Lake,3,2,,Spring,19:55,10:00,14.08,52,,473,1,,FALSE,Biop,,
72964,29,PEA,,,,,,,5,12,1997,5/12/1997,Koocanusa,Rexford,4,,North of North Point Tobacco,9,2,,Spring,18:54,8:26,13.53,52,,478,1,,FALSE,Biop,,
73030,29,PEA,,,,,,,5,12,1997,5/12/1997,Koocanusa,Rexford,17,,North Point Dodge,10,2,,Spring,19:42,9:43,14.02,52,,479,1,,FALSE,Biop,,
73088,29,PEA,,,,,,,5,12,1997,5/12/1997,Koocanusa,Rexford,32,,North Point Murray,13,2,,Spring,19:05,8:33,13.47,52,,480,1,,FALSE,Biop,,
72881,29,PEA,,,,,,,5,12,1997,5/12/1997,Koocanusa,Rexford,26,,North Point Tobacco,8,2,,Spring,18:51,10:49,15.97,52,,477,1,,FALSE,Biop,,
73378,29,PEA,,,,,,,5,12,1997,5/12/1997,Koocanusa,Rexford,89,,North Point Young,17,2,,Spring,19:28,9:11,13.72,52,,483,1,,FALSE,Biop,,
73441,29,PEA,222,86,8.74,0.19,,,5,12,1997,5/12/1997,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,19:22,9:05,13.72,52,,484,1,78.6,TRUE,Biop,22,200
73471,29,PEA,,,,,,,5,12,1997,5/12/1997,Koocanusa,Rexford,64,,Sandhill,19,2,,Spring,19:33,9:36,14.05,52,,485,1,,FALSE,Biop,,
72565,29,PEA,,,,,,,5,12,1997,5/12/1997,Koocanusa,Rexford,60,,South Black Lake,2,2,,Spring,19:51,9:53,14.03,52,,472,1,,FALSE,Biop,,
72700,29,PEA,,,,,,,5,12,1997,5/12/1997,Koocanusa,Rexford,1,,South of Far South Tobacco,5,2,,Spring,19:59,10:06,14.12,52,,474,1,,FALSE,Biop,,
73191,29,PEA,,,,,,,5,12,1997,5/12/1997,Koocanusa,Rexford,38,,South Sophie,14,2,,Spring,19:11,8:45,13.57,52,,481,1,,FALSE,Biop,,
72855,29,PEA,195,58,7.68,0.13,,,5,12,1997,5/12/1997,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,20:07,10:35,14.47,52,,476,1,78.22,TRUE,Biop,19,100
73729,29,PEA,,,,,,,5,13,1997,5/13/1997,Koocanusa,Rexford,10,,Far South Tobacco,6,2,,Spring,18:31,10:10,15.65,52,,489,1,,FALSE,Biop,,
74216,29,PEA,,,,,,,5,13,1997,5/13/1997,Koocanusa,Rexford,77,,Mid Sophie,15,2,,Spring,17:51,8:48,14.95,52,,496,1,,FALSE,Biop,,
73594,29,PEA,,,,,,,5,13,1997,5/13/1997,Koocanusa,Rexford,69,,North Black Lake,3,2,,Spring,18:23,9:57,15.57,52,,487,1,,FALSE,Biop,,
73949,29,PEA,213,64,8.39,0.14,,,5,13,1997,5/13/1997,Koocanusa,Rexford,1,,North of North Point Tobacco,9,2,,Spring,17:31,8:23,14.87,52,,492,1,66.23,TRUE,Biop,21,200
73997,29,PEA,,,,,,,5,13,1997,5/13/1997,Koocanusa,Rexford,32,,North Point Dodge,10,2,,Spring,18:10,9:21,15.18,52,,493,1,,FALSE,Biop,,
74055,29,PEA,,,,,,,5,13,1997,5/13/1997,Koocanusa,Rexford,54,,North Point Murray,13,2,,Spring,17:40,8:31,14.85,52,,494,1,,FALSE,Biop,,
73873,29,PEA,235,115,9.25,0.25,,,5,13,1997,5/13/1997,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,17:28,10:36,17.13,52,,491,1,88.61,TRUE,Biop,23,200
74319,29,PEA,264,160,10.39,0.35,,,5,13,1997,5/13/1997,Koocanusa,Rexford,1,,North Point Young,17,2,,Spring,17:59,9:08,15.15,52,,497,1,86.96,TRUE,Biop,26,200
74339,29,PEA,227,196,8.94,0.43,,,5,13,1997,5/13/1997,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,17:54,8:58,15.07,52,,498,1,167.56,FALSE,Biop,22,200
74360,29,PEA,270,154,10.63,0.34,,,5,13,1997,5/13/1997,Koocanusa,Rexford,1,,Sandhill,19,2,,Spring,18:04,9:14,15.17,52,,499,1,78.24,TRUE,Biop,27,200
73524,29,PEA,,,,,,,5,13,1997,5/13/1997,Koocanusa,Rexford,29,,South Black Lake,2,2,,Spring,18:19,9:51,15.53,52,,486,1,,FALSE,Biop,,
73646,29,PEA,,,,,,,5,13,1997,5/13/1997,Koocanusa,Rexford,22,,South of Far South Tobacco,5,2,,Spring,18:26,10:05,15.65,52,,488,1,,FALSE,Biop,,
74130,29,PEA,,,,,,,5,13,1997,5/13/1997,Koocanusa,Rexford,33,,South Sophie,14,2,,Spring,17:45,8:41,14.93,52,,495,1,,FALSE,Biop,,
73785,29,PEA,,,,,,,5,13,1997,5/13/1997,Koocanusa,Rexford,15,,South Tobacco,7,2,,Spring,18:35,10:52,16.28,52,,490,1,,FALSE,Biop,,
75717,29,PEA,,,,,,,5,11,1998,5/11/1998,Koocanusa,Rexford,82,,Far South Tobacco,6,2,,Spring,16:40,8:35,15.92,,,503,1,,FALSE,Biop,,
76251,29,PEA,,,,,,,5,11,1998,5/11/1998,Koocanusa,Rexford,119,,Mid Sophie,15,2,,Spring,15:55,9:15,17.33,,,510,1,,FALSE,Biop,,
75564,29,PEA,,,,,,,5,11,1998,5/11/1998,Koocanusa,Rexford,207,,North Black Lake,3,2,,Spring,16:31,11:21,18.83,,,501,1,,FALSE,Biop,,
75938,29,PEA,,,,,,,5,11,1998,5/11/1998,Koocanusa,Rexford,99,,North of North Point Tobacco,9,2,,Spring,15:36,8:27,16.85,,,506,1,,FALSE,Biop,,
76018,146,PEAxRSSH,187,58,7.36,0.13,,,5,11,1998,5/11/1998,Koocanusa,Rexford,1,,North Point Dodge,10,2,,Spring,16:19,11:03,18.73,,,507,1,88.7,TRUE,Biop,18,100
76072,29,PEA,,,,,,,5,11,1998,5/11/1998,Koocanusa,Rexford,205,,North Point Murray,13,2,,Spring,15:45,8:59,17.23,,,508,1,,FALSE,Biop,,
75853,29,PEA,,,,,,,5,11,1998,5/11/1998,Koocanusa,Rexford,94,,North Point Tobacco,8,2,,Spring,15:33,8:23,16.83,,,505,1,,FALSE,Biop,,
76334,29,PEA,,,,,,,5,11,1998,5/11/1998,Koocanusa,Rexford,144,,North Point Young,17,2,,Spring,16:07,9:30,17.38,,,511,1,,FALSE,Biop,,
76438,29,PEA,,,,,,,5,11,1998,5/11/1998,Koocanusa,Rexford,238,,North Sophie,18,2,,Spring,16:00,9:20,17.33,,,512,1,,FALSE,Biop,,
76514,29,PEA,236,104,9.29,0.23,,,5,11,1998,5/11/1998,Koocanusa,Rexford,1,,Sandhill,19,2,,Spring,16:12,9:36,17.4,,,513,1,79.12,TRUE,Biop,23,200
75493,29,PEA,,,,,,,5,11,1998,5/11/1998,Koocanusa,Rexford,285,,South Black Lake,2,2,,Spring,16:27,11:12,18.75,,,500,1,,FALSE,Biop,,
75633,29,PEA,,,,,,,5,11,1998,5/11/1998,Koocanusa,Rexford,249,,South of Far South Tobacco,5,2,,Spring,16:35,11:30,18.92,,,502,1,,FALSE,Biop,,
76163,29,PEA,,,,,,,5,11,1998,5/11/1998,Koocanusa,Rexford,130,,South Sophie,14,2,,Spring,15:49,9:05,17.27,,,509,1,,FALSE,Biop,,
75771,29,PEA,,,,,,,5,11,1998,5/11/1998,Koocanusa,Rexford,176,,South Tobacco,7,2,,Spring,16:42,8:42,16,,,504,1,,FALSE,Biop,,
76789,29,PEA,,,,,,,5,12,1998,5/12/1998,Koocanusa,Rexford,109,,Far South Tobacco,6,2,,Spring,17:06,8:25,15.32,,,517,1,,FALSE,Biop,,
77322,29,PEA,,,,,,,5,12,1998,5/12/1998,Koocanusa,Rexford,150,,Mid Sophie,15,2,,Spring,16:22,9:07,16.75,,,524,1,,FALSE,Biop,,
76641,29,PEA,,,,,,,5,12,1998,5/12/1998,Koocanusa,Rexford,109,,North Black Lake,3,2,,Spring,17:00,8:14,15.23,,,515,1,,FALSE,Biop,,
77031,29,PEA,,,,,,,5,12,1998,5/12/1998,Koocanusa,Rexford,112,,North of North Point Tobacco,9,2,,Spring,16:08,8:40,16.53,,,520,1,,FALSE,Biop,,
77096,29,PEA,,,,,,,5,12,1998,5/12/1998,Koocanusa,Rexford,211,,North Point Dodge,10,2,,Spring,16:45,11:22,18.62,,,521,1,,FALSE,Biop,,
77174,29,PEA,,,,,,,5,12,1998,5/12/1998,Koocanusa,Rexford,52,,North Point Murray,13,2,,Spring,16:14,8:51,16.62,,,522,1,,FALSE,Biop,,
76947,29,PEA,,,,,,,5,12,1998,5/12/1998,Koocanusa,Rexford,57,,North Point Tobacco,8,2,,Spring,16:05,11:12,19.12,,,519,1,,FALSE,Biop,,
77411,29,PEA,,,,,,,5,12,1998,5/12/1998,Koocanusa,Rexford,33,,North Point Young,17,2,,Spring,16:34,9:22,16.8,,,525,1,,FALSE,Biop,,
77469,29,PEA,,,,,,,5,12,1998,5/12/1998,Koocanusa,Rexford,102,,North Sophie,18,2,,Spring,16:28,9:15,16.78,,,526,1,,FALSE,Biop,,
76578,29,PEA,,,,,,,5,12,1998,5/12/1998,Koocanusa,Rexford,140,,South Black Lake,2,2,,Spring,16:52,8:10,15.3,,,514,1,,FALSE,Biop,,
76719,29,PEA,,,,,,,5,12,1998,5/12/1998,Koocanusa,Rexford,71,,South of Far South Tobacco,5,2,,Spring,16:57,8:19,15.37,,,516,1,,FALSE,Biop,,
77258,29,PEA,,,,,,,5,12,1998,5/12/1998,Koocanusa,Rexford,105,,South Sophie,14,2,,Spring,16:18,9:00,16.7,,,523,1,,FALSE,Biop,,
76869,29,PEA,,,,,,,5,12,1998,5/12/1998,Koocanusa,Rexford,142,,South Tobacco,7,2,,Spring,17:09,11:30,18.35,,,518,1,,FALSE,Biop,,
79708,29,PEA,211,70,8.31,0.15,,,5,17,1999,5/17/1999,Koocanusa,Rexford,1,2 nets,19 AND 17,19 AND 17,2,,Spring,16:33,9:35,17.03,,,540,1,74.52,TRUE,Biop,21,200
79709,29,PEA,,,,,,,5,17,1999,5/17/1999,Koocanusa,Rexford,30,2 nets,19 AND 17,19 AND 17,2,,Spring,16:33,9:35,17.03,,,540B,1,,FALSE,Biop,,
79014,29,PEA,,,,,,,5,17,1999,5/17/1999,Koocanusa,Rexford,11,,Far South Tobacco,6,2,,Spring,17:15,10:50,17.58,,,531,1,,FALSE,Biop,,
79546,29,PEA,,,,,,,5,17,1999,5/17/1999,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,16:21,8:50,16.48,,,538,1,,FALSE,Biop,,
78896,29,PEA,,,,,,,5,17,1999,5/17/1999,Koocanusa,Rexford,14,,North Black Lake,3,2,,Spring,17:02,10:35,17.55,,,529,1,,FALSE,Biop,,
79212,29,PEA,,,,,,,5,17,1999,5/17/1999,Koocanusa,Rexford,21,,North of North Point Tobacco,9,2,,Spring,15:54,12:00,20.1,,,534,1,,FALSE,Biop,,
79301,29,PEA,,,,,,,5,17,1999,5/17/1999,Koocanusa,Rexford,75,,North Point Dodge,10,2,,Spring,16:47,10:00,17.22,,,535,1,,FALSE,Biop,,
79376,29,PEA,,,,,,,5,17,1999,5/17/1999,Koocanusa,Rexford,53,,North Point Murray,13,2,,Spring,16:00,9:07,17.12,,,536,1,,FALSE,Biop,,
79135,29,PEA,,,,,,,5,17,1999,5/17/1999,Koocanusa,Rexford,81,,North Point Tobacco,8,2,,Spring,15:50,11:40,19.83,,,533,1,,FALSE,Biop,,
79616,29,PEA,,,,,,,5,17,1999,5/17/1999,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,16:28,8:45,16.28,,,539,1,,FALSE,Biop,,
78842,29,PEA,,,,,,,5,17,1999,5/17/1999,Koocanusa,Rexford,90,,South Black Lake,2,2,,Spring,16:57,10:25,17.47,,,528,1,,FALSE,Biop,,
78937,29,PEA,,,,,,,5,17,1999,5/17/1999,Koocanusa,Rexford,50,,South of Far South Tobacco,5,2,,Spring,17:07,10:43,17.6,,,530,1,,FALSE,Biop,,
79468,29,PEA,,,,,,,5,17,1999,5/17/1999,Koocanusa,Rexford,27,,South Sophie,14,2,,Spring,16:15,9:00,16.75,,,537,1,,FALSE,Biop,,
79068,29,PEA,,,,,,,5,17,1999,5/17/1999,Koocanusa,Rexford,34,,South Tobacco,7,2,,Spring,17:20,11:15,17.92,,,532,1,,FALSE,Biop,,
79960,29,PEA,,,,,,,5,18,1999,5/18/1999,Koocanusa,Rexford,30,,Far South Tobacco,6,2,,Spring,17:50,9:47,15.95,,,545,1,,FALSE,Biop,,
80412,29,PEA,,,,,,,5,18,1999,5/18/1999,Koocanusa,Rexford,33,,Mid Sophie,15,2,,Spring,17:04,8:39,15.58,,,552,1,,FALSE,Biop,,
79848,29,PEA,286,202,11.26,0.45,,,5,18,1999,5/18/1999,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,17:43,9:36,15.88,,,543,1,86.35,TRUE,Biop,28,200
80124,29,PEA,,,,,,,5,18,1999,5/18/1999,Koocanusa,Rexford,23,,North of North Point Tobacco,9,2,,Spring,16:41,10:44,18.05,,,548,1,,FALSE,Biop,,
80195,29,PEA,,,,,,,5,18,1999,5/18/1999,Koocanusa,Rexford,46,,North Point Dodge,10,2,,Spring,17:29,9:17,15.8,,,549,1,,FALSE,Biop,,
80265,29,PEA,,,,,,,5,18,1999,5/18/1999,Koocanusa,Rexford,26,,North Point Murray,13,2,,Spring,16:50,8:24,15.57,,,550,1,,FALSE,Biop,,
80073,29,PEA,,,,,,,5,18,1999,5/18/1999,Koocanusa,Rexford,35,,North Point Tobacco,8,2,,Spring,16:37,10:24,17.78,,,547,1,,FALSE,Biop,,
80499,29,PEA,,,,,,,5,18,1999,5/18/1999,Koocanusa,Rexford,1,,North Point Young,17,2,,Spring,17:18,8:53,15.58,,,553,1,,FALSE,Biop,,
80569,29,PEA,270,166,10.63,0.37,,,5,18,1999,5/18/1999,Koocanusa,Rexford,1,,North Sophie,18,2,,Spring,17:10,8:44,15.57,,,554,1,84.34,TRUE,Biop,27,200
80630,29,PEA,,,,,,,5,18,1999,5/18/1999,Koocanusa,Rexford,25,,Sandhill,19,2,,Spring,17:22,8:58,15.6,,,555,1,,FALSE,Biop,,
79790,29,PEA,,,,,,,5,18,1999,5/18/1999,Koocanusa,Rexford,31,,South Black Lake,2,2,,Spring,17:38,9:25,15.78,,,542,1,,FALSE,Biop,,
79897,29,PEA,,,,,,,5,18,1999,5/18/1999,Koocanusa,Rexford,48,,South of Far South Tobacco,5,2,,Spring,17:46,9:42,15.93,,,544,1,,FALSE,Biop,,
80330,29,PEA,,,,,,,5,18,1999,5/18/1999,Koocanusa,Rexford,63,,South Sophie,14,2,,Spring,16:58,8:34,15.6,,,551,1,,FALSE,Biop,,
80018,29,PEA,,,,,,,5,18,1999,5/18/1999,Koocanusa,Rexford,28,,South Tobacco,7,2,,Spring,17:54,10:14,16.33,,,546,1,,FALSE,Biop,,
80694,5,BULL,403,617,15.87,1.36,,,5,18,1999,5/18/1999,Koocanusa,Rexford,1,genetics,,,2,,Spring,,,16.8,,,556,1,94.27,TRUE,Biop,40,400
82299,146,PEAxRSSH,200,66,7.87,0.15,,,5,14,2000,5/14/2000,Koocanusa,Rexford,1,,Far South Tobacco,6,2,,Spring,17:06,10:58,17.87,,,560,1,82.5,TRUE,Transition,20,200
82754,29,PEA,,,,,,,5,14,2000,5/14/2000,Koocanusa,Rexford,15,,Mid Sophie,15,2,,Spring,16:15,9:38,17.38,,,567,1,,FALSE,Transition,,
82174,29,PEA,,,,,,,5,14,2000,5/14/2000,Koocanusa,Rexford,51,,North Black Lake,3,2,,Spring,16:56,10:30,17.57,,,558,1,,FALSE,Transition,,
82492,29,PEA,,,,,,,5,14,2000,5/14/2000,Koocanusa,Rexford,50,,North of North Point Tobacco,9,2,,Spring,15:55,8:55,17,,,563,1,,FALSE,Transition,,
82549,29,PEA,,,,,,,5,14,2000,5/14/2000,Koocanusa,Rexford,45,,North Point Dodge,10,2,,Spring,16:42,10:05,17.38,,,564,1,,FALSE,Transition,,
82606,29,PEA,,,,,,,5,14,2000,5/14/2000,Koocanusa,Rexford,57,,North Point Murray,13,2,,Spring,16:05,9:05,17,,,565,1,,FALSE,Transition,,
82428,29,PEA,,,,,,,5,14,2000,5/14/2000,Koocanusa,Rexford,29,,North Point Tobacco,8,2,,Spring,11:50,8:50,21,,,562,1,,FALSE,Transition,,
82813,29,PEA,,,,,,,5,14,2000,5/14/2000,Koocanusa,Rexford,82,,North Point Young,17,2,,Spring,16:26,9:50,17.4,,,568,1,,FALSE,Transition,,
82898,29,PEA,,,,,,,5,14,2000,5/14/2000,Koocanusa,Rexford,95,,North Sophie,18,2,,Spring,16:21,9:43,17.37,,,569,1,,FALSE,Transition,,
